tweet,class
one mans trash 128686 valet_de_chambre be is another mans treasure 127942,2
one another trash 128686 is mans mans treasure 127942,2
mans trash 128686 mans treasure 127942,2
 i dont got no type bad bitches is the only thing i like iongotnotype,1
  lassen cc  the coach wants me i feel it youll get more my nig no doubt,0
lassen cc the coach wants me i tactile_property it youll get more my nig no_more doubt,0
lassen cc the coach Pine_Tree_State wants me i coach feel it youll get more my nig no doubt,0
lassen cc the coach get me i feel it youll wants more doubt nig no my,0
lassen cc the wants me i feel get more my nig no,0
" god teeth  gold chain
white bitches  cocaine",1
 its me hoe its me hoe128129 shhhhh,1
 in dc we call them rollers in chiraq we call them thots all across america they have been known as a hoe,1
 im gonna miss that bitch of a bus driverno you wont dont lie,1
 hate when bitches try and put you in the friendzone bitch im tryin to score put me in the endzone 128293128293128293 on my soul,1
 ashley young has tried to deny that bird s landed in his mouth gt   hahaha,2
ashley young accept tried to deny that bird s landed in his sassing gt hahaha,2
ashley young has tried to land deny that bird s landed in his mouth gt hahaha,2
ashley that has tried to hahaha young bird s landed in his mouth gt deny,2
ashley young has to deny that bird s in his gt hahaha,2
  yall both gimped up aint tht a bitch huh lol,1
  take me for a ride 128525128139  woof woof,2
consider me for a ride 128525128139 weft weft,2
take me for a A ride 128525128139 cod woof woof,2
for me take a ride woof 128525128139 woof,2
me a ride woof,2
 oh my god i love victoria mitchell all my bitches love me,1
 that long distance shit wack i knew the bitch was cheating uh oh,1
 hes doing it right 128525128120128158  no bitches smh,1
 they ban dat pussy for life amp he gotta pay 25 millon dollar fine,1
 roses are red and violets are blue and niggers are black you know thats true ,1
 sitting on my window sill window open bird tries to fly in smacked it protecttheanimals ,2
sitting on my window sill window open bird tries to tent-fly in smack it protecttheanimals,2
sitting on my window sill window open bird tries to fly window in smacked it protecttheanimals,2
it on to window sill window open bird tries my fly in smacked sitting protecttheanimals,2
sitting my window sill window open to fly in smacked protecttheanimals,2
 but a nigga gon be a nigga be a nigga you sound fuckin retarded,1
 a video an entire media will likely mock  i am such a crybaby,2
a television an entire media will likely mock i am such a crybaby,2
likely a likely video an entire media will likely mock i am such a crybaby,2
a media a entire video will likely mock i am such an crybaby,2
a video an entire media likely i am a crybaby,2
"   im not even shy stfu kikis mom hi angelique 
angelique smiles dips cracker in soup",1
 tim tebow got cut from every team he was on in the nfl and he already got more hoes than me in starkville smh 128514128514128514128514,1
" karma is a bitch damn godprotectshisangels 128588

sips tea",1
 fuckin hot gym pussy  fuck yeah,1
 jihadi patron hajjaj alajmi is arrested at kuwait airport ,2
jihadi patron hajjaj alajmi make_up arrested at kuwait airport,2
jihadi patron hajjaj at alajmi is arrested supporter at kuwait airport,2
jihadi is arrested alajmi patron hajjaj at kuwait airport,2
patron hajjaj alajmi airport,2
 you can call me fireman cause i turn the hoes on,1
 i could never have a bby by a lil dick thts y i got a abortion by the last bitch oh my god,1
 watch women try to argue with me like they have a dick and actually fucked some pussy before i hate when bitches do that,1
 and smoke weed in public fuck cops man do what you wanna do they dont own you run if they come are you retarded,1
 tweety bird tho 128514128514128514128514,2
tweety birdwatch Tho 128514128514128514128514,2
tweety bird tho 128514128514128514128514,2
bird tweety 128514128514128514128514 tho,2
tweety bird tho,2
" my pussy sweet like watermelon 

thotermelon",1
 when twitter rappers dm me their trash links ,2
when twitter rapper dm me their scum links,2
when twitter rappers dm me their trash decimeter links,2
twitter when rappers dm me their links trash,2
twitter rappers dm me their trash links,2
 loud bitches annoy me,1
 eventually every bitch turns into that hoe # truuu,1
   i swear if oomf try talking to me tomorrow   pussy,1
 you bitches be pretending to be tf crazy you aint never lied,1
  k bye hoe um bye ,1
 jackies a retard blondeproblems at least i can make a grilled cheese,0
jackies a idiot blondeproblems at least i can piddle a grilled cheese,0
jackies cheese a retard blondeproblems at least i can iodin make a grilled cheese,0
grilled a retard blondeproblems at least cheese can make a jackies i,0
jackies a retard blondeproblems least i can grilled cheese,0
 ima keep on giving these pussy ass niggas ah reason to hate ,1
 photo  he is in sole heaven,2
photo He is In sole heaven,2
photo atomic_number_2 he is indium in sole heaven,2
photo sole is in heaven he,2
photo he is in sole heaven,2
 stacey dash won 128166  baddest bitch evaaaa,0
stacey dah won 128166 baddest grouse evaaaa,0
stacey dash won 128166 baddest bitch evaaaa,0
stacey 128166 won evaaaa baddest bitch dash,0
stacey dash won 128166 baddest,0
 side bitch sunday 128514128514128514 128514128514128514,1
" facts what baldheaded bitch made this shit 128074128074128555128530 

lmao 128553128514",1
 fuck wit us and then we tweakin hoe shmurda,1
" we actin like its the 7th day  
128123spook",2
we actin the_like information_technology the 7th day 128123spook,2
we actin like actin its the 7th day 128123spook,2
we the like its day 7th actin 128123spook,2
we actin like its 128123spook,2
 ill break that lil bitch neck and wont even feel sorry about it savage,1
 this is so fucking hot scally sneakersex sockfetish sniff trainersex  love me some kinky scallies,1
 yall dumb ass niggas be so pressed to have hoes yall weak as fuck as fuck weed over hoes oreos too,1
 i can turn yo bitch into a eaterrrrrrrrr,1
 i dont trust dese hoes nikki told 51st where i stay at all my fans screen shot asap we finna come to chiraq and shoot sumn,1
 8220 aye yall ima tryout for the bowling team frfr8221 tryouts passed tho no theres two more retard,1
 now u got what u want bitch  enjoy it  now this is a crazy party i would love to attend,1
" colored contacts in your eyes
blinders on mine
cause i cant see you at all lmao",2
colored contacts in your eyes blinders on mine cause i cant see you atomic_number_85 all lmao,2
astatine colored contacts in your eyes blinders on mine colorise cause i cant see you at all lmao,2
colored contacts in your eyes blinders on mine see cause cant i you at all lmao,2
colored contacts your eyes on mine cause i cant see you at all,2
 facts  only the dudes with hoes say they dont got hoes8221 ,1
 im rea start smacking bitches period  bluffin at its best,1
" lifes a bitch and then you die 
thats why we get high cause you neva know when youre gonna go my sister is perfect ",1
 one of us is on drugs and its me but youre still wrong 128514  hahahahahahah im a bitch sometimes ,1
 im feeling pretty fuckin ghetto smh,1
     swears im 1 man easily easily behind austin nip,2
swears im 1 man easy easy behind austin twitch,2
capital_of_Texas swears im 1 capital_of_Texas man easily easily behind austin nip,2
behind im 1 man nip easily swears austin easily,2
swears im 1 man easily easily behind austin nip,2
 this is a true ride or die bitch 128175  what the fuck hahahahah,1
 hgwells and charlie chaplin  history photography,2
hgwells and charlie Sir_Charles_Spencer_Chaplin chronicle photography,2
picture_taking hgwells and charlie chaplin history photography,2
and history charlie chaplin hgwells photography,2
hgwells and charlie chaplin history photography,2
 all i see is brunos bitch ass on my twitter now wtf brunos all that she sees drake voice,1
  im about to cool faggot chill tf is cool nigga,1
  im so sure bitch frfr tf,1
 twitter is not a source of news broadcast you fucking retards it is when nbc abc cnn fox etc are all keeping quiet,1
 got a couple bitches saying they know me but i8217ma let the money talk for me 128526128076 and im like wwyd,1
 grudges are for weirdosand bitches,1
" i told mariam to but cigarettes for her birthday

you also called me trash rn",2
i told mariam to but cigarettes for her birthday you also bid me shabu rn,2
i told mariam birthday to but cigarettes for her birthday you also called me trash rn,2
i told mariam to but cigarettes for her called you also birthday rn trash me,2
i told mariam to but cigarettes for you also called me trash rn,2
  brownies tonight what kind,2
hob tonight what genial,2
form brownies this_evening tonight what kind,2
what tonight kind brownies,2
brownies tonight what,2
 no text back i dont give a fuck ill text another bitch damn someone is hurt lol,1
 ummmmmm okay  you got hoes from left to right 128514128514 do yah thang,1
 using ymxb to find the slope of that ass,1
 fit lads nice gear  these scally lads n trainers would get it,2
fit lads dainty gear these scally lads N trainers would get it,2
fit lads nice gent gear nice these scally lads n trainers would get it,2
fit nice lads gear these n lads scally trainers would get it,2
fit nice gear these n trainers it,2
 hell yeah bro  fuck yeah sexy scally lad in hot gear,1
 helping out a mate  i love scally play fuck yeah,1
 lads being lads  fuck yeah i love scally lad action hot trainers too,1
 next year bitches is gonna be like you gotta promise you wont expose me 128514128514128557,1
 8220 so hot rt  lick it bitch  fuck yeah eat that trainer u dirty fucker,1
 8220 yall think celebrity pussy different from the locals 1285148221 yeah meghan goods is,1
 i saw an ajumma walk out in the beginning saying wow this is so trash that i cant even listen to it 128514 lmaoo,2
i saw an ajumma walk out in the beginning saying wow this live thus trash that i cant even listen to it 128514 lmaoo,2
i heed saw an ajumma walk out in the beginning saying wow this is so trash that i cant even listen to it 128514 lmaoo,2
i saw an ajumma walk out in the beginning saying listen trash is so this that i cant even wow to it 128514 lmaoo,2
i saw an ajumma out in the beginning saying wow this is that cant even listen to it 128514 lmaoo,2
